Subsystems,t0000_1,t0000_2,t0005,t0060,t1440,t2880,Genes
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,SLCO1B1,SLCO1B3
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Valine, Leucine, and Isoleucine Metabolism",0,0,0,0,0,396.8106,BCAT1
"Valine, Leucine, and Isoleucine Metabolism",0.03741411,0.03741411,0.03741411,0.03741411,0.03741411,-396.7732,BCAT2
"Transport, Extracellular",-100,0.05,-100,-100,-100,-0.4096542,SLC6A14,SLC38A4,SLC3A2,SLC7A1,SLC7A2,SLC38A1,SLC7A3
"Transport, Mitochondrial",0.03741411,0.03741411,0.03741411,0.03741411,0.03741411,-396.7732,
"Transport, Extracellular",0.05,100,100,0.05,100,0.5096542,SLC43A2,SLC43A1
"Tryptophan metabolism",0,0,0,0,0,0,KYNU
"Transport, Peroxisomal",0,0,0,0,0,0,
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,
"Pyruvate Metabolism",0,0.00499757,0,0,0.005064105,0.003858134,GLO1
"Transport, Extracellular",0,0,0,0,0,0,
"Heparan sulfate degradation",0,0,0,0,0,0,
"Chondroitin sulfate degradation",0,0,0,0,0,0,
"Chondroitin sulfate degradation",0,0,0,0,0,0,
"Chondroitin sulfate degradation",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,SLC5A6
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,0,0,
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,0,0,
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,0,0,
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,0,0,
"Cholesterol Metabolism",0,0,0,0,0,0,CYP4F8
"Cholesterol Metabolism",0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,CYP51A1
"Cholesterol Metabolism",0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,LSS
"Glycerophospholipid Metabolism",0,0,0,0,0,0,CLC,LGALS13,PLA2G4A
"Lysine Metabolism",0,0,0,0,0,0.03948908,PIPOX
"Triacylglycerol Synthesis",0,0,0,0,0,0,LPL
"Triacylglycerol Synthesis",0.004376714,0.004376714,0.004376714,0.004376714,0.004376714,0.004376714,LPL
"Fatty Acid Metabolism",0,0,0,0,0,0,LIPC
"Triacylglycerol Synthesis",0,0,0,0,0,0,MGLL
"Fatty Acid Metabolism",0,0,0,0,0,0,LIPC
"Triacylglycerol Synthesis",0,0,0,0,0,0,PLA2G3
"Triacylglycerol Synthesis",0,0,0,0,0,0,LIPC,PNLIP,PNLIPRP1,PNLIPRP2,LIPF,LIPG
"Vitamin A Metabolism",0,0,0,0,0,0,LRAT
"Vitamin A Metabolism",0,0,0,0,0,0,
"Vitamin A Metabolism",0,0,0,0,0,0,
"Vitamin D",0,0,0,0,0,0,
"Cholesterol Metabolism",0.01682654,0.01682654,0.01682654,0.01682654,0,0,SC5DL
"Cholesterol Metabolism",0,0,0,0,0.01682654,0.01682654,SC5DL
"Eicosanoid Metabolism",0,0,0,0,0,0,LTA4H
"Eicosanoid Metabolism",0,0,0,0,0,0,
"Eicosanoid Metabolism",0,0,0,0,0,0,LTC4S,MGST2,MGST3
"Eicosanoid Metabolism",0,0,0,0,0,0,
"Tryptophan metabolism",0,0,0,0,0,0,DDC
"Lysine Metabolism",0,0,0,0,0,0,EHMT2,SETD8,MLL3,SUV39H1,SUV39H2,EHMT1,SETD7,SETDB2,DOT1L,SETDB1
"Lysine Metabolism",0,0,0,0,0,0,EHMT2,SETD8,MLL3,SUV39H1,SUV39H2,EHMT1,SETD7,SETDB2,DOT1L,SETDB1
"Lysine Metabolism",0,0,0,0,0,0,EHMT2,SETD8,MLL3,SUV39H1,SUV39H2,EHMT1,SETD7,SETDB2,DOT1L,SETDB1
"Lysine Metabolism",0,0,0,0,0,0.03948908,
"Transport, Extracellular",-100,-100,-99.95,-100,100,0.1,SLC6A14,SLC22A5
"Transport, Extracellular",-99.95,-99.95,-100,100,-99.95,-100,SLC38A4,SLC7A1,SLC7A2,SLC7A3
"Transport, Peroxisomal",0,0,0,0,0,0.03948908,
"Transport, Mitochondrial",0.03948908,0.03948908,0.03948908,0.03948908,0.03948908,0,SLC25A15,SLC25A2
"Transport, Nuclear",0,0,0,0,-491.0176,0,
"Pyruvate Metabolism",0.007314442,0,0.001840991,0.003856674,0,0,CYB5D1
"Transport, Extracellular",-100,-100,100,-100,100,-100,SLC16A8,SLC16A1,SLC16A3,SLC16A7
"Transport, Extracellular",100,100,-100,100,-100,100,
"Transport, Mitochondrial",1000,1000,1000,1000,1000,1000,AQP9
"Transport, Mitochondrial",-0.007314442,0,-0.001840991,-0.003856674,0,-2.468424,SLC16A1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN2A2,MAN2A1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MGAT1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MGAT4B,MGAT4A
"N-Glycan Biosynthesis",0,0,0,0,0,0,MGAT3
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,MGAT5
"N-Glycan Biosynthesis",0,0,0,0,0,0,MGAT2
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,0,0,PIGK,PIGU,GPAA1,PIGS
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,0,0,PIGF,PIGG
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,0,0,PIGK,PIGU,PIGT,GPAA1,PIGS
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,0,0,PIGF,PIGO
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"Tyrosine metabolism",0.08948908,0,0.08948908,0.08948908,0.08948908,0.08948908,GSTZ1
"Histidine Metabolism",0,0,0,0,0,0,ALDH3A1,ALDH1A3,ALDH3B1,ALDH3B2,MAOB
"Transport, Mitochondrial",1000,-1000,1000,1000,-999.9035,1000,SLC25A10
"Transport, Mitochondrial",-1000,1000,-1000,-1000,1000,1000,SLC25A10
"Starch and Sucrose Metabolism",0,0,0,0,0,0,GANC
"Transport, Mitochondrial",-0.1208518,1000,-1000,-0.1208518,1000,-791.8201,SLC25A10
"Starch and Sucrose Metabolism",0,0,0,0,0,0,MGAM
"Starch and Sucrose Metabolism",0,0,0,0,0,0,GAA
"Transport, Extracellular",0,0,0,0,0,0,SLC2A3
"Transport, Mitochondrial",999.9886,0.1680056,1000,1000,-329.6945,-1000,SLC25A10
"Fructose and Mannose Metabolism",0,0,0,0,0,0,GMPPB,GMPPA
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1B1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1B1
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"Fructose and Mannose Metabolism",0,0,0,0,0,0,MPI
"Transport, Extracellular",100,-100,100,100,-100,100,SLC2A1,SLC2A2,SLC2A3
"Transport, Extracellular",-100,100,-100,-100,100,-100,SLC5A9
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Lysosomal",0,0,0,0,0,0,
"Tyrosine metabolism",0,0,0,0,0,0,MAOA,MAOB
"Tyrosine metabolism",0,0,0,0,0,0,ABP1,AOC2,AOC3
"Valine, Leucine, and Isoleucine Metabolism",0.03741411,0.03741411,0.03741411,0.03741411,0.03741411,0.03741411,MCCC1,MCCC2
"Fatty Acid Metabolism",0,0,0,0,0,0,MLYCD
"Fatty Acid Metabolism",0,0,0,0,0,0,MLYCD
"Fatty Acid Metabolism",0,0,0,0,0,0,MLYCD
"Propanoate Metabolism",0,0,0,0,0,0,
"Cysteine Metabolism",0,0,0,0,0,0,
"Cysteine Metabolism",0,0,0,0,0,0,LDHAL6A,LDHA,LDHB,LDHC,UEVLD,LDHAL6B
"Fatty Acid Metabolism",0,0,0,0,0,0,FASN
"Fatty Acid Metabolism",0,0,0,0,0,0,MCAT
"Cysteine Metabolism",0,0,0,0,0,0,MPST
"Citric Acid Cycle",317.3768,999.6352,997.1562,994.4679,995.8527,997.6551,MDH1B,MDH1
"Citric Acid Cycle",-317.3902,-999.5218,-998.1409,-995.0499,-995.6289,-1000,MDH2
"Arginine and Proline Metabolism",0,0,0,0,0,0,
"Pyruvate Metabolism",0,0,0,0,0,0,ME2
"Pyruvate Metabolism",0.2163547,0,1.199436,0.7849511,0,2.547835,ME1
"Pyruvate Metabolism",0,0,0,0,0,0,ME3,ME2
"C5-Branched dibasic acid metabolism",-0.007280622,-1000,0.7916829,-0.007644051,-1000,-0.01035293,SUCLG1,SUCLA2
"C5-Branched dibasic acid metabolism",0.007280622,1000,-0.7916829,0.007644051,1000,0.01035293,SUCLG2,SUCLG1
"Tryptophan metabolism",0,0,0,0,0,0,IDO1
"Tryptophan metabolism",0,0,0,0,0,0,CYP1A1,CYP1A2,CYP1B1,CYP2C19
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Lysosomal",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"C5-Branched dibasic acid metabolism",0,0,0,0,0,0,
"Methionine Metabolism",0.05599121,0.05599121,0.05599121,0.05599121,0.05599121,0.05599121,MAT2B,MAT1A,MAT2A
"Transport, Extracellular",-100,100,-0.05,-100,-0.05,0.05,SLC3A2,SLC7A5
"Methionine Metabolism",0.008088861,0.008088861,0.008088861,0.008088861,0.008088861,0.008088861,MTR
"Transport, Extracellular",100,0.05,100,0.05,100,100,SLC6A14,SLC38A2,SLC22A5,SLC38A1
"Transport, Extracellular",0.05,-100,-99.9,100,-99.9,-100,SLC43A2,SLC43A1
"Cholesterol Metabolism",0.1009592,0.1009592,0.1009592,0.1009592,0.1009592,0.1009592,MVK
"N-Glycan Biosynthesis",0,0,0,0,0,0,MOGS
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"C5-Branched dibasic acid metabolism",0,0,0,0,0,0,
"Valine, Leucine, and Isoleucine Metabolism",0.03741411,0.03741411,0.03741411,0.03741411,0.03741411,0.03741411,AUH
"Pyruvate Metabolism",0,0,0,0,0,0,
"Pyruvate Metabolism",0,0,0,0,0,0,
"Histidine Metabolism",0,0,0,0,0,0,ABP1,AOC2,AOC3
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Transport, Nuclear",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,IPMK
"Inositol Phosphate Metabolism",0,0,0,0,0,0,INPP5J,INPP5A,INPP5B,INPP5D,INPPL1,INPP5E,SYNJ1
"Inositol Phosphate Metabolism",0,0,0,0,0,0,IPMK
"Transport, Nuclear",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,INPP1
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,IPMK
"Inositol Phosphate Metabolism",0,0,0,0,0,0,IPMK
"Inositol Phosphate Metabolism",0,0,0,0,0,0,ITPKA,ITPKB,ITPKC
"Inositol Phosphate Metabolism",0,0,0,0,0,0,IPMK
"Inositol Phosphate Metabolism",0,0,0,0,0,0,INPP5J,INPP5A,INPP5B,INPP5D,INPPL1,INPP5E,SYNJ1
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,INPP1
"Transport, Nuclear",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,IMPA1,IMPA2
"Inositol Phosphate Metabolism",0,0,0,0,0,0,ISYNA1
"Transport, Nuclear",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,INPP4A,INPP4B
"Inositol Phosphate Metabolism",0,0,0,0,0,0,IMPA1,IMPA2
"Inositol Phosphate Metabolism",0,0,0,0,0,0,IMPA1,IMPA2
"Propanoate Metabolism",0,0,0,0,0,0,
"Transport, Nuclear",0,0,0,0,0,0,
"Starch and Sucrose Metabolism",0,0,0,0,0,0,GANC
"Starch and Sucrose Metabolism",0,0,0,0,0,0,MGAM
"Starch and Sucrose Metabolism",0,0,0,0,0,0,GAA
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1B1
"N-Glycan Biosynthesis",0,0,0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"Valine, Leucine, and Isoleucine Metabolism",0,0,0,0,0,0,MLYCD
"Valine, Leucine, and Isoleucine Metabolism",0,0,634.0379,0,0,0,MLYCD
"Valine, Leucine, and Isoleucine Metabolism",0,0,0,0,0,0,MLYCD
"Valine, Leucine, and Isoleucine Metabolism",-0.08207361,-0.04579337,-0.04579337,-0.08207361,-0.08207361,-0.04579337,MCEE
"Valine, Leucine, and Isoleucine Metabolism",0.08207361,0.08207361,0.08207361,0.08207361,0.08207361,0.08207361,MUT
"Valine, Leucine, and Isoleucine Metabolism",0.03628025,0,0,0.03628025,0.03628025,0,ALDH6A1
"Propanoate Metabolism",0,0,0,0,0,0,ALDH6A1
"Valine, Leucine, and Isoleucine Metabolism",0,0.03628025,0.03628025,0,0,0.03628025,
"Triacylglycerol Synthesis",0,0,0,0,0,0,MOGAT1,MOGAT2
"Arginine and Proline Metabolism",0,0,0,0,0,0,MTAP
"Folate Metabolism",0.1472262,0.1428787,1.141118,0.7267382,1.640507,1.083923,LOC285216,MTHFD1,
"Folate Metabolism",0.01032794,0.005980417,1.00422,0.5898399,1.503609,0.9470245,MTHFD2,MTHFD1L
"Folate Metabolism",1000,0.02331142,1000,1000,1000,-998.9335,MTHFD1
"Folate Metabolism",-999.8702,0.1021092,-998.8763,-999.2907,-998.377,1000,LOC285216,
"Folate Metabolism",-682.6794,-0.1829599,1000,-999.4102,1000,-999.053,MTHFD2
"Folate Metabolism",682.6897,0.1889404,-998.9958,1000,-998.4964,1000,MTHFD2,MTHFD1L
"Folate Metabolism",0.008088861,0.008088861,0.008088861,0.008088861,0.008088861,0.008088861,MTHFR
"Transport, Extracellular",0,0,0,0,0,0,
"Arginine and Proline Metabolism",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Lysosomal",0,0,0,0,0,0,
"O-Glycan Biosynthesis",0,0,0,0,0,0,C1GALT1
"O-Glycan Biosynthesis",0,0,0,0,0,0,
"Arginine and Proline Metabolism",0,0,0,0,0,0,ALDH1A1,ALDH9A1,ALDH3A2,ALDH7A1,ALDH1A2
"Arginine and Proline Metabolism",0,0,0,0,0,0,ALDH2,ALDH1B1
"Alanine and Aspartate Metabolism",0,0,0,0,0,0,ASPA,ACY3
"Transport, Mitochondrial",0,0,0,0,0,0,
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Hyaluronan Metabolism",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,0,0,HEXA,HEXB
"Transport, Extracellular",0,0,0,0,0,0,
"Oxidative Phosphorylation",0,0,0.01765688,0,0.021855,0,NDUFA11,NDUFS7,ND1,ND2,ND3,ND4,ND4L,ND5,ND6,NDUFA1,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFA10,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFB10,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFV1,NDUFS4,NDUFS5,NDUFS6,NDUFS8,NDUFV2,NDUFV3,NDUFA13,NDUFA12,TUSC3
"Transport, Peroxisomal",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0.1697504,0,0,999.9663,0,0,
"NAD Metabolism",0,0,0,0,0,0,NADK
"NAD Metabolism",0,0,0,0,0,0,
"NAD Metabolism",0,0,0,0,0,0,CD38
"Transport, Endoplasmic Reticular",0,0,0,0,0.1697504,0.1697504,
"Transport, Peroxisomal",0.2019185,0.2019185,0.2019185,0.2019185,0.2019185,0.2019185,
"NAD Metabolism",0,0,0,0,0,0,
"NAD Metabolism",0,0,0,0,0,0,CD38
"Transport, Endoplasmic Reticular",0,0,0,0,0.1697504,0.1697504,
"Transport, Peroxisomal",0.2019185,0.2019185,0.2019185,0.2019185,0.2019185,0.2019185,
"NAD Metabolism",0,0,0,0,0,0,NADSYN1
"Transport, Nuclear",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0.1697504,0,0,999.9663,0,0,
"Keratan sulfate degradation",0,0,0,0,0,0,NAGA
"Sphingolipid Metabolism",0,0,0,0,0,0,
"Sphingolipid Metabolism",0,0,0,0,0,0,NAGA
"Keratan sulfate degradation",0,0,0,0,0,0,
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLC4A10,SLC4A8
"Transport, Extracellular",-100,100,100,-100,-100,-100,SLC5A5
"Transport, Extracellular",-100,-100,100,100,-100,-100,SLC5A1,SLC5A3,SLC5A5
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLC9A4,SLC9A1,SLC9A2,SLC9A3,SLC9A5
"Transport, Golgi Apparatus",0,0,0,0,0,0,SLC9A8,SLC9A7
"Transport, Extracellular",-100,-100,-100,-100,-100,0,SLC9A1,SLC9A2,SLC9A3
"Transport, Peroxisomal",0,0,0,0,0,0,
"beta-Alanine metabolism",0,0,0,0,0,0,CNDP1
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",-100,-100,-100,-100,-100,100,SLC12A3
"Transport, Extracellular",-100,-100,-100,0,0,-100,SLC24A4,SLC24A2,SLC24A3,SLC24A1
"Transport, Extracellular",0,-100,-100,-100,-100,-100,SLC24A2,SLC24A1
"Nucleotides",0,0,0,0,0,0,CANT1
"Nucleotides",0,0,0,0,0,0,CANT1
"Nucleotides",0,0,0,0,0,0,
"Nucleotides",0,0,0,0,0,0,
"Nucleotides",0,0,0,0,0,0,CANT1
"Nucleotides",0,0,0,0,0,0,ENTPD4
"Nucleotides",0.003649963,0,0,0.04034074,0,0,DTYMK
"Nucleotides",0,0,0,0,0,0,CANT1
"Nucleotides",3.005598,-1000,-1000,-1000,-1000,-996.6119,NME6,NME7,NME1,NME2,NME3
"Nucleotides",0.0006473805,999.9772,999.9837,-0.002543323,0.002094801,-0.00296679,NME6,NME7,NME1,NME2,NME3
"Nucleotides",0,0,0,0,0,0,NME4
"Nucleotides",-0.0006473805,-999.9772,-999.9837,0.002543323,-0.002094801,0.00296679,NME1,NME2
"Nucleotides",1000,999.0442,-1000,1000,1000,0.03879717,NME4
"Nucleotides",1000,0.004555857,999.997,999.9935,0.002094801,1000,NME1,NME2
"Nucleotides",3.328162,1000,1000,-996.6701,1000,1000,NME6,NME7,NME1,NME2,NME3
"Nucleotides",0,0,0,0,0,0,NME4
"Nucleotides",0.006148386,0.004555857,1000,999.9983,999.9958,0.002365377,NME1,NME2
"Nucleotides",-1.605279,0.05845146,-999.896,-999.8319,7.882634,0.05774102,NME6,NME7,NME1,NME2,NME3
"Nucleotides",0.004816653,0.004816653,0.004816653,0.004816653,0,0,NME4
"Nucleotides",999.9877,999.9909,1000,1000,1000,1000,NME1,NME2
"Nucleotides",0,-1000,-1000,0,-993.8204,0,NME6,NME7,NME1,NME2,NME3
"Nucleotides",-1000,0,0,-1000,-6.179587,-1000,NME4
"Nucleotides",1000,1000,1000,1000,1000,1000,NME1,NME2
"Nucleotides",1000,-354.9484,-1000,1000,-1000,-1000,NME6,NME7,NME1,NME2,NME3
"Nucleotides",-1000,0,0,-0.01091561,0,0,NME4
"Nucleotides",0.006148386,1000,0.001374211,0.002543323,0.002094801,999.9913,NME1,NME2
"Nucleotides",1000,1000,1000,0,1000,0,NME6,NME7,NME1,NME2,NME3
"Nucleotides",-1000,-1000,-1000,0,-1000,0,NME4
"Nucleotides",0.0006473805,0.0005019522,0.001374211,0.002543323,0.002094801,0.002365377,NME1,NME2
"Nucleotides",-1000,1000,1000,1000,1000,1000,NME6,NME7,NME1,NME2,NME3
"Nucleotides",0,0,0,-1000,-6.179587,-1000,NME4
"Nucleotides",-1000,-1000,-1000,-1000,-1000,-1000,NME1,NME2
"Nucleotides",-1000,-1000,-1000,-1.261065,-1000,-1000,NME6,NME7,NME1,NME2,NME3
"Nucleotides",0,-641.6786,0,-1000,-1000,0,NME4
"Nucleotides",1000,1000,0.001616843,0.002244022,1000,0.00279755,NME1,NME2
"Nucleotides",1000,0.02331142,0.01765688,1000,1000,1000,NME6,NME7,NME1,NME2,NME3
"Nucleotides",0,0,0,0,0,0,NME4
"Nucleotides",-1000,-0.02331142,-0.01765688,-1000,-1000,-1000,NME1,NME2
"Transport, Extracellular",-100,-100,-100,-100,-76.10675,-100,RHBG,RHAG
"Transport, Nuclear",0,0,-0.002748422,-0.003391097,-4.492225,-0.001777389,
"Transport, Peroxisomal",0,0,0,0,0,-0.03948908,
"NAD Metabolism",0,0,0,0,0,0,
"Transport, Nuclear",0,4.816179,0,2.215529,499.9979,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",-100,0,0,0,100,-100,SLC12A1,SLC12A2
"Transport, Extracellular",100,0.05,-100,-100,-99.95,60.69561,SLC12A1,SLC12A2
"NAD Metabolism",0,0,0,0,0,0,NMNAT3
"NAD Metabolism",0,0,0,0,0,0,NMNAT1
"NAD Metabolism",0,0,0,0,0,0,NMNAT2,NMNAT3
"NAD Metabolism",0,0,0,0,0,0,
"Transport, Nuclear",0,0,0,0,0,0,
"Alkaloid biosynthesis II",0,0,0,0,0,0,ABP1,AOC2,AOC3
