Subsystems,t0005,t0060,t1440,t2880,Genes
"Bile Acid Biosynthesis",0,0,0,0,CYP46A1
"Eicosanoid Metabolism",0,0,0,0,CYP2F1
"Eicosanoid Metabolism",0,0,0,0,CYP4F12
"Eicosanoid Metabolism",0,0,0,0,CYP4F3,CYP4F12,CYP4F2
"CYP Metabolism",0,0,0,0,CYP4F12
"Eicosanoid Metabolism",0,0,0,0,CYP4F8
"Bile Acid Biosynthesis",0.002,0,0,0,CYP7A1
"Bile Acid Biosynthesis",0,0,0,0,CYP7B1
"Bile Acid Biosynthesis",0,0,0,0,CYP7B1
"Bile Acid Biosynthesis",0,0,0,0,CYP8B1
"Bile Acid Biosynthesis",0.001,0,0,0,CYP8B1
"Eicosanoid Metabolism",0,0,0,0,
"Cholesterol Metabolism",0,0,0,0,
"Glutamate metabolism",0.02866589,0.02864642,0.02754909,0.02757829,ALDH4A1
"Urea cycle/amino group metabolism",0,0,1000,0,PYCR2,PYCRL
"Arginine and Proline Metabolism",0.01928922,0.01930773,1000,0,PYCR1
"Urea cycle/amino group metabolism",0.01801083,0.01402362,0,1000,PYCR2,PYCRL
"Arginine and Proline Metabolism",0.001,0.001,0.02040029,0.02037252,PYCR1
"Phenylalanine metabolism",0,0,0,0,
"Glycerophospholipid Metabolism",0,0,0,0,PAFAH1B1,PAFAH1B2,PAFAH1B3,PAFAH2
"Glycerophospholipid Metabolism",0,0,0,0,PLA2G7
"Glycerophospholipid Metabolism",0,0,0,0,
"Transport, Nuclear",0,0,0,0,
"Transport, Nuclear",0,0,0,0,
"Transport, Nuclear",0,0,0,0,
"CoA Catabolism",0.001,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,SLC35B2
"Transport, Golgi Apparatus",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,
"Transport, Nuclear",0,0,0,0,
"Transport, Mitochondrial",0,0.01854569,0,0.01381289,ATP10A
"Glycerophospholipid Metabolism",0,0,0,0,PLD2
"Glycerophospholipid Metabolism",0,0,0,0,PLD1
"Glycerophospholipid Metabolism",0,0,0.004814469,0.004807916,PLD1
"Glycerophospholipid Metabolism",0,0,0,0,PLD1
"Transport, Endoplasmic Reticular",-0.01852422,0,-0.01383854,0,
"Transport, Golgi Apparatus",0,0,0,0,
"Tryptophan metabolism",0.04895511,0.04895415,0.04894938,0.04895081,ACMSD
"Lysine Metabolism",0,0,0,0,PLOD1,PLOD2,PLOD3
"Urea cycle/amino group metabolism",1000,1000,1000,1000,
"Carnitine shuttle",0,0,0,0,
"Carnitine shuttle",0.002,0,0,0,
"Pyruvate Metabolism",0.3683278,0.3715161,0.7461055,2.96775,PC
"Transport, Extracellular",0,0,0,0,ABCB4
"Nucleotides",0,0,0,0,PDE10A,PDE7B,PDE11A,PDE1A,PDE1C,PDE2A,PDE3A,PDE3B,PDE4A,PDE4B,PDE4C,PDE4D,PDE7A,PDE8A,PDE1B,PDE8B
"Nucleotides",0,0,0,0,PDE10A
"Nucleotides",0,0,0,0,PDE10A,PDE11A,PDE1A,PDE1C,PDE2A,PDE3A,PDE3B,PDE6A,PDE6C,PDE6D,PDE6G,PDE6H,PDE9A,PDE1B,PDE6B,PDE5A
"Nucleotides",0,0,0,0,PDE10A
"Nucleotides",0.0619293,0,0,0,
"Glycolysis/Gluconeogenesis",1.92263,1.697659,2.658202,1.916813,DLAT,DLD,PDHA1,PDHA2,PDHB,PDHX
"Vitamin B6 Metabolism",0,0,0,0,PNPO
"Vitamin B6 Metabolism",0.001,0,0.001,0.001,PDXP
"Phenylalanine metabolism",0,0,0,0,ABP1,AOC2,MAOA,MAOB
"Alkaloid biosynthesis II",0,0,0,0,
"Transport, Extracellular",0,0,0,0,ATP8A1,ATP10A
"Transport, Mitochondrial",0,0,0,0,ATP8A1,ATP10A
"Glycolysis/Gluconeogenesis",0,0,0,0,PCK1
"Glycolysis/Gluconeogenesis",0,0,0,0,PCK2
"Transport, Nuclear",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Fatty acid oxidation, peroxisome",0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX3
"Glycerophospholipid Metabolism",0,0,0.001,0.05784439,PCYT2
"Glycerophospholipid Metabolism",0,0.01854569,0.004814469,0.01862081,PEMT
"Glycerophospholipid Metabolism",0.01852422,0,0.01383854,0,PEMT
"Transport, Endoplasmic Reticular",0.01852422,-3.629042e-15,0.01383854,-5.439399e-14,
"Transport, Golgi Apparatus",0,0,0,0,
"Transport, Mitochondrial",-0.04118052,-0.02267697,-0.03661886,-0.02274932,
"Glycolysis/Gluconeogenesis",0.9232509,0.7004944,1.653124,1.657344,PFKL,PFKM,PFKP
"Fructose and Mannose Metabolism",0,0,0,0,PFKFB1,PFKFB2,PFKFB3,PFKFB4
"Glycine, Serine, and Threonine Metabolism",0.2363103,0.2355605,0.220812,0.2284365,PHGDH
"Eicosanoid Metabolism",0,0,0,0,HPGDS,PTGDS
"Eicosanoid Metabolism",0,0,0,0,HPGDS,PTGDS
"Eicosanoid Metabolism",0,0,0,0,PTGES2,PTGES
"Glycolysis/Gluconeogenesis",-0.5433841,-1.210561,1.682819,1.686333,GPI
"Eicosanoid Metabolism",0,0,0,0,PTGIS
"Glycolysis/Gluconeogenesis",-2.466896,-2.24349,-3.177858,-3.186806,,PGK1,PGK2
"Pentose Phosphate Pathway",2.243259,2.905426,0,0,PGLS
"Glyoxylate and Dicarboxylate Metabolism",0,0,0,0,
"Pentose Phosphate Pathway",0,0,0,0,H6PD
"Glycolysis/Gluconeogenesis",-2.230586,-2.00793,-2.957046,-2.958369,PGAM1,PGAM2,BPGM
"Glycolysis/Gluconeogenesis",-3.299125,-3.305135,-3.317181,-3.313667,PGM1,PGM2
"Glycerophospholipid Metabolism",0.0006470007,0.000647591,0.0006505427,0.0006496572,PGS1
"Glycerophospholipid Metabolism",0.0006470007,0.000647591,0.0006505427,0.0006496572,
"Eicosanoid Metabolism",0,0,0,0,PTGS1,PTGS2
"Eicosanoid Metabolism",0,0,0,0,PTGS1,PTGS2
"Phenylalanine metabolism",0,0,0,0,
"Arginine and Proline Metabolism",1000,1000,1000,1000,ALDH4A1
"Arginine and Proline Metabolism",-1000,-1000,-1000,-1000,
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",-0.002,-0.002,0,-0.001,SLC46A1
"Transport, Mitochondrial",0.002,0.002,0,0.001,
"Phenylalanine metabolism",0,0,0,0,GOT1
"Phenylalanine metabolism",0,0,0,0,GOT2,TAT
"Tyr, Phe, Trp Biosynthesis",0.04581817,0.04581435,0.04579527,0.045801,PAH
"Transport, Extracellular",-99.95,100,-99.95,-99.95,SLC6A14,SLC38A2,SLC38A4,SLC7A1,SLC7A2,SLC38A1,SLC7A3
"Transport, Extracellular",100,-99.95,100,100,SLC16A10,SLC43A2
"Phenylalanine metabolism",0,0,0,0,DDC
"Fatty acid oxidation, peroxisome",0,0,0,0,PHYH
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,PTEN
"Inositol Phosphate Metabolism",0,0,0,0,PTEN
"Inositol Phosphate Metabolism",0,0,0,0,INPP5J,INPP5A,INPP5B,INPP5D,INPPL1,INPP5E,SYNJ1,SYNJ2
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,PIP5K1C,PIP5K1A,PIP5K1B
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,MTMR3
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,PIP5K1C,PI4KA,PI4KB,PI4K2A,PIP5K1A,PIP5K1B
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,PIP5K1C,PIP5K1A,PIP5K1B
"Inositol Phosphate Metabolism",0,0,0,0,MTMR3
"Inositol Phosphate Metabolism",0,0,0,0,HCST,PIK3R5,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,INPP5B,OCRL,INPP5E,SYNJ1,SYNJ2
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,PLCD3,PLCH1,PLCB1,PLCXD2,PLCE1,PLCB2,PLCB3,PLCB4,PLCD1,PLCL1,PLCG1,PLCG2,PLCD4,PLCZ1,PLCH2
"Inositol Phosphate Metabolism",0,0,0,0,PLCB1
"Inositol Phosphate Metabolism",0,0,0,0,HCST,PIK3R5,PIK3C2A,PIK3C2B,PIK3C2G,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3
"Inositol Phosphate Metabolism",0,0,0,0,PIK3C2B
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,
"Glycerophospholipid Metabolism",0,0,0,0,PIKFYVE,PIP5K1C,PIP4K2A,PIP4K2C,PIP5K1A,PIP5K1B,PIP4K2B
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,PLCD3,PLCH1,PLCB1,PLCXD2,PLCE1,PLCB2,PLCB3,PLCB4,PLCD1,PLCL1,PLCG1,PLCG2,PLCD4,PLCZ1,PLCH2
"Inositol Phosphate Metabolism",0,0,0,0,PLCB1
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,HCST,PIK3R5,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3
"Inositol Phosphate Metabolism",0,0,0,0,PIK3C2B
"Inositol Phosphate Metabolism",0,0,0,0,PI4KA,PI4KB,PI4K2A
"Inositol Phosphate Metabolism",0,0,0,0,
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGP,PIGA,PIGC,PIGH,DPM2,PIGQ
"Inositol Phosphate Metabolism",0,0,0,0,HCST,PIK3R5,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3
"Inositol Phosphate Metabolism",0,0,0,0,PIK3C2B
"Inositol Phosphate Metabolism",0,0,0,0,
"Glycerophospholipid Metabolism",0,0,0,0,PI4KA,PI4KB,PI4K2A
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,PIP5K1C,PIP5K1A,PIP5K1B
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,PLCD3,PLCH1,PLCB1,PLCXD2,PLCE1,PLCB2,PLCB3,PLCB4,PLCD1,PLCL1,PLCG1,PLCG2,PLCD4,PLCZ1,PLCH2
"Inositol Phosphate Metabolism",0,0,0,0,PLCB1
"Transport, Mitochondrial",-237.3428,-999.997,-1000,-1000,SLC25A3
"Transport, Extracellular",100,100,100,-99.88011,SLC34A2,SLC34A1
"Transport, Extracellular",-99.8776,-99.87749,100,100,SLC17A4,SLC17A2,SLC17A3,SLC17A1
"Transport, Extracellular",-100,100,-100,-100,SLC20A1,SLC20A2
"Transport, Extracellular",100,-100,-99.87995,100,SLC34A3
"Transport, Endoplasmic Reticular",0,0,0.001,0.001,G6PT2
"Transport, Golgi Apparatus",0,0,0,0,
"Transport, Nuclear",1000,0,9.407868,0,
"Transport, Peroxisomal",-0.112364,-0.1004556,-0.1009134,-0.1007761,
"Glycerophospholipid Metabolism",0,0,0,0,
"Glycerophospholipid Metabolism",0.001420245,0,0,0.001426077,PLA2G2A,PLA2G6
"Glycerophospholipid Metabolism",0,0,0,0,PLA2G2D,PLA2G2E,PLA2G1B,PLA2G2A,PLA2G5,PLA2G2F,PLA2G12A,PLA2G10
"Lysine Metabolism",0,0,0,0,SEC11A,SPCS1,SPCS3,SEC11C,SPCS2
"Fructose and Mannose Metabolism",0,0,0,0,PMM1,PMM2,PGM2
"Cholesterol Metabolism",0.112364,0.1004556,0.1009134,0.1007761,PMVK
"Inositol Phosphate Metabolism",0,0,0,0,IP6K3,IP6K1
"Inositol Phosphate Metabolism",0,0,0,0,IP6K3,IP6K2,IP6K1
"Inositol Phosphate Metabolism",0,0,0,0,IP6K3,IP6K1
"Inositol Phosphate Metabolism",0,0,0,0,IP6K3,IP6K2,IP6K1
"Transport, Peroxisomal",0.001,6.255056,0.001,0.3576722,
"NAD Metabolism",0,0,-0.001,-0.001,NP
"CoA Catabolism",0.001,0,0,0,VNN3,VNN2,VNN1
"CoA Biosynthesis",0.001,0,0,0,PANK1,PANK4,PANK3,PANK2
"CoA Biosynthesis",0,0,0,0,PANK2
"Transport, Extracellular",0,0,0,0,SLC5A6
"Oxidative Phosphorylation",0,4.862957,0,3.468429,PPA1
"Others",0,0,0,0,
"Others",0,0,0,0,
"Triacylglycerol Synthesis",0,0,0,0,PPAP2A,PPAP2C,PPAP2B
"Miscellaneous",0,0,0,0,G6PC,G6PC2,G6PC3
"Oxidative Phosphorylation",0,0,0.004814469,0.004807916,PPA2
"Miscellaneous",500,0,4.703934,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,
"Heme Biosynthesis",0.008,0.008,0,0.004,ALAD
"CoA Biosynthesis",0.001,0,0,0,PPCDC
"Valine, Leucine, and Isoleucine Metabolism",0.04881817,0.08216304,0.04679527,0.045801,PCCA,PCCB
"Propanoate Metabolism",0,0,0,0,ACAD8,ACAD9,ACADM,ACADS,ACADSB,ACAD10,ACAD11
"Lysine Metabolism",0,0,0,0,
"Pyruvate Metabolism",0,0,0,0,AKR7A2
"Pyruvate Metabolism",1000,0,995.6339,0,AKR1A1,AKR1B1,AKR7A2
"Transport, Endoplasmic Reticular",-0.03745467,-0.03348519,-0.03363782,-0.03359203,
"Transport, Peroxisomal",-0.07690934,-0.06697039,-0.06727563,-0.06718406,
"Pentose Phosphate Pathway",0,0,-0.002,0,PGM1
"Transport, Nuclear",0,0,0,0,
"Transport, Nuclear",0,0,0,0,
"CoA Biosynthesis",0.001,0,0,0,PPCS
"Phenylalanine metabolism",0,0,0,0,HPD
"Heme Biosynthesis",0.002,0.002,0,0.001,
"Heme Biosynthesis",0.001,0.001,0,0.0005,PPOX
"Transport, Nuclear",0,0,0,0,
"IMP Biosynthesis",0.02236323,0.02238363,0.02248566,0.02245505,GART
"IMP Biosynthesis",0.02236323,0.02238363,0.02248566,0.02245505,GART
"IMP Biosynthesis",0.02236323,0.02238363,0.02248566,0.02245505,PAICS
"Miscellaneous",0,0,0,0,EPX
"Miscellaneous",0,0,0,0,MPO
"IMP Biosynthesis",0.02236323,0.02238363,0.02248566,0.02245505,PFAS
"Steroid Metabolism",0,0,0,0,SULT2B1,SULT2A1
"Transport, Mitochondrial",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,
"Arginine and Proline Metabolism",0,0,999.9859,999.9859,PRODH2
"Arginine and Proline Metabolism",0,0,1000,0,PRODH
"Arginine and Proline Metabolism",0,0,0,0,P4HA1,P4HB,P4HA2
"Arginine and Proline Metabolism",0.01801083,0.01402362,0.01408754,0.01406836,PRODH2
"Arginine and Proline Metabolism",0,0,0,0,PRODH
"Transport, Extracellular",0,0,0,0,SLC36A1
"Transport, Lysosomal",0,0,0,0,SLC36A1
"Transport, Extracellular",0,0,0,0,SLCO2A1
"Transport, Extracellular",-100,-100,-100,-100,SLCO2A1
"Transport, Extracellular",-100,-100,-100,-100,ABCC4
"Transport, Extracellular",-100,0,-100,-100,SLCO4A1,SLCO3A1,SLCO2A1,SLCO1A2
"Transport, Extracellular",0,-100,0,0,SLC22A1,SLC22A2
"Transport, Extracellular",-100,-100,-100,-100,ABCC4
"Transport, Extracellular",0,0,0,0,SLC22A1,SLC22A2
"Transport, Extracellular",-100,-100,0,88.98111,SLC36A1
"Transport, Lysosomal",0,0,0,0,SLC36A1
"Transport, Extracellular",0,0,-100,-100,SLC38A2,SLC38A4,SLC38A1
"Transport, Extracellular",100,100,100,11.01889,SLC6A7
"Transport, Mitochondrial",-0.02028922,-0.02030773,-0.02040029,-0.02037252,
"beta-Alanine metabolism",0,0,0,0,ECHS1,HADHA,HADHB,AUH
"beta-Alanine metabolism",0,0,0,0,EHHADH
"Pentose Phosphate Pathway",0.04430621,0.04434573,0.04354329,0.04448402,PRPS1L1,PRPS1,PRPS2
"Glycerophospholipid Metabolism",0.04118052,0.04122265,0.04143333,0.04137013,PISD
"Glycine, Serine, and Threonine Metabolism",0.2363103,0.2355605,0.220812,0.2284365,PSAT1
"Transport, Extracellular",0,0,0,0,ATP8A1,ATP10A
"Transport, Mitochondrial",0.04118052,0.04122265,0.04143333,0.04137013,ATP8A1,ATP10A
"Glycine, Serine, and Threonine Metabolism",0.2363103,0.2355605,0.220812,0.2284365,PSPH,PSPHL
"Glycerophospholipid Metabolism",0.0478196,0.0478678,0.04710876,-0.009807916,PTDSS1
"Glycerophospholipid Metabolism",0,0,0.001,0.05784439,PTDSS2
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,
"Carnitine shuttle",0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,
"Fatty Acid Metabolism",0,0,0,0,ACOT8,ACOT2
"Fatty Acid Metabolism",0,0,0,0,ACOT2
"Fatty Acid Metabolism",0,0,0,0,ACOT2
"Fatty Acid Metabolism",0,0,0,0,ACOT2
"Tetrahydrobiopterin",0,0,0,0,PTS
"Tetrahydrobiopterin",0,0,0,0,PTS
"CoA Biosynthesis",0,0,0,0,COASY
"Arginine and Proline Metabolism",0,0,0,0,SAT2,SAT1
"Arginine and Proline Metabolism",0,0,0,0.001,ABP1,AOC2,AOC3
"Nucleotides",0,-0.005275906,-0.001,-0.001289548,NP
"Purine Catabolism",0,0.005275906,0,0.002289548,NP
"Purine Catabolism",0,0,0,0,NP
"Purine Catabolism",0,0,0,0,NP
"Purine Catabolism",0,0,0,0,NP
"Purine Catabolism",0,0,0,0,NP
"Nucleotides",0,0,0,0,NP
"Vitamin D",0,0,0,0,
"Vitamin B6 Metabolism",0,0,0,0,PNPO
"Transport, Mitochondrial",0,0,0,0,
"Vitamin B6 Metabolism",0.001,0,0.001,0.001,PDXK
"Transport, Extracellular",0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,
"Vitamin B6 Metabolism",0,0,0,0,AOX1
"Vitamin B6 Metabolism",0.001,0,0.001,0.001,PDXK
"Vitamin B6 Metabolism",0.001,0,0.001,0.001,PDXK
"Transport, Extracellular",0,0,0,0,
"Vitamin B6 Metabolism",0.001,0,0.001,0.001,PDXP
"Transport, Extracellular",0,0,0,0,
"Glycolysis/Gluconeogenesis",2.230586,2.00793,2.957046,2.958369,TMEM54,PKLR,PKM2
"Limonene and pinene degradation",0,0,0,0,ALDH1A1,ALDH9A1,ALDH3A2,ALDH7A1,ALDH1A2
"Limonene and pinene degradation",0,0,0,0,ALDH2,ALDH1B1,ALDH4A1
"Pyrimidine Catabolism",0,0.005275906,0,0.002289548,UPP2,UPP1
"Transport, Mitochondrial",-997.709,1000,2.921127,4.884563,SLC16A1
"D-alanine metabolism",0,0,0,0,SLC16A1,SLC16A7
"Transport, Extracellular",0,0,0,0,SLC16A1,SLC16A3,SLC16A7
"Tryptophan metabolism",0,0,0,0,
"Vitamin A Metabolism",-1000,1000,-1000,-1000,
"Vitamin A Metabolism",1000,-1000,1000,999.999,
"Vitamin A Metabolism",1000,-1000,-1000,-1.757904,
"Vitamin A Metabolism",-1000,1000,1000,1.758904,
"Vitamin A Metabolism",0,0,0,0,
"Vitamin A Metabolism",0,0,0,1000,
"Vitamin A Metabolism",0,0,0,1000,
"Vitamin A Metabolism",0,0,0,-0.001,GSTM1
"Vitamin A Metabolism",0,0,0,0,
"Transport, Nuclear",0,0,0,0,
"Transport, Nuclear",0,0,0,0,
"Riboflavin Metabolism",0,0,0,0,RFK
"Pentose Phosphate Pathway",0,0,0,0,RBKS
"Pentose and Glucuronate Interconversions",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Vitamin A Metabolism",-1000,-1000,-1000,999.999,RDH5,RDH16
"Vitamin A Metabolism",1000,1000,1000,1000,RDH13,RDH12,RDH10,SDR16C5,RDH8,RDH11,RDH14
"Vitamin A Metabolism",-1000,1000,-1000,0,RDH5
"Vitamin A Metabolism",1000,-1000,1000,-1000,RDH13,RDH12,SDR16C5,RDH8,RDH11,RDH14
"Vitamin A Metabolism",-1000,1000,-1000,0,RDH5
"Vitamin A Metabolism",1000,-1000,1000,-1000,RDH13,RDH12,SDR16C5,RDH11,RDH14
"Vitamin A Metabolism",0,0,0,0.001,RDH5
"Vitamin A Metabolism",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Vitamin A Metabolism",0,0,0,0,PNPLA4
"Vitamin A Metabolism",0,0.0007107706,0.0007140102,0,
"Vitamin A Metabolism",0,0,0,0,
"Vitamin A Metabolism",0,0.0007107706,0.0007140102,0,
"Vitamin A Metabolism",0,0,0,0,
"Vitamin A Metabolism",0,0,0,0,
"Vitamin A Metabolism",0,0,0,-1000,
"Vitamin A Metabolism",0,0,0,-1000,
"Vitamin A Metabolism",0,0,0,0.001,
"Vitamin A Metabolism",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Endoplasmic Reticular ",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Endoplasmic Reticular ",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Endoplasmic Reticular ",0,0,0,0,
"Transport, Endoplasmic Reticular ",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",100,100,100,100,
"Transport, Extracellular",-100,-100,-100,-100,
"Nucleotides",0.002558696,0.007836937,0.002572704,0.00485875,RRM1,RRM2
"Nucleotides",0.001713312,0.001714875,0.001722691,0.001720347,RRM1,RRM2
"Nucleotides",0,0,0.001722691,0.001,RRM1,RRM2
"Nucleotides",0.005272008,0,0.002572704,0.001,RRM1,RRM2
"NAD Metabolism",0,0,0.001,0.001,C9orf95
"Pentose Phosphate Pathway",1.465635,1.905553,-0.02969553,-0.02898935,RPE
"Pentose Phosphate Pathway",-0.7776237,-0.9998735,-0.02969553,-0.02898935,RPIA
"R Group Synthesis",0,0,0.1031724,0,
"R Group Synthesis",0,0,0,0,
"R Group Synthesis",0.009521441,0,0.1422238,0,
"R Group Synthesis",0,0,0,0,
"R Group Synthesis",0,0,0,0,
"R Group Synthesis",0,6.254056,0,0.3566722,
"Carnitine shuttle",0.001,0.001,0.001,0.001,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0.001,0.001,0.001,0.001,CPT2
"Carnitine shuttle",0.001,0.001,0.001,0.001,SLC25A20
"Carnitine shuttle",0.001,0.001,0.001,0.001,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0.001,0.001,0.001,0.001,CPT2
"Carnitine shuttle",0.001,0.001,0.001,0.001,SLC25A20
"Carnitine shuttle",0.001,0.001,0.001,0.001,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0.001,0.001,0.001,0.001,CPT2
"Carnitine shuttle",0.001,0.001,0.001,0.001,SLC25A20
"R Group Synthesis",0,0,0,0,
"R Group Synthesis",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,
"Keratan sulfate biosynthesis",0,0,0,0,ST3GAL1,ST3GAL2,ST3GAL4
"Keratan sulfate biosynthesis",0,0,0,0,ST3GAL3
"Keratan sulfate biosynthesis",0,0,0,0,ST3GAL1,ST3GAL2,ST3GAL4
"O-Glycan Biosynthesis",0,0,0,0,ST3GAL1
"N-Glycan Biosynthesis",0,0,0,0,ST6GAL1
"Transport, Extracellular",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,UST
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,UST
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,UST
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,HS2ST1
"Heparan sulfate degradation",0,0,0,0,IDS
"Heparan sulfate degradation",0,0,0,0,IDS
"Chondroitin sulfate degradation",0,0,0,0,IDS
"Chondroitin sulfate degradation",0,0,0,0,
"Chondroitin sulfate degradation",0,0,0,0,
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,HS3ST5,HS3ST4,HS3ST1
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,HS3ST5,HS3ST4,HS3ST2
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,HS3ST6,HS3ST4,HS3ST3B2,HS3ST3B1,HS3ST3A2,HS3ST3A1
"Heparan sulfate degradation",0,0,0,0,
"Heparan sulfate degradation",0,0,0,0,
"Heparan sulfate degradation",0,0,0,0,
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,CHST14,CHST13,CHST11,CHST12
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,CHST14,CHST13,CHST11,CHST12
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,CHST14,CHST13,CHST11,CHST12
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,CHST14,CHST13,CHST11,CHST12
"Chondroitin sulfate degradation",0,0,0,0,ARSB
"Chondroitin sulfate degradation",0,0,0,0,ARSB
"Chondroitin sulfate degradation",0,0,0,0,ARSB
"Chondroitin sulfate degradation",0,0,0,0,ARSB
"Chondroitin sulfate degradation",0,0,0,0,ARSB
"Keratan sulfate biosynthesis",0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,CHST1,CHST3
"Keratan sulfate biosynthesis",0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,CHST1,CHST3
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,CHST7,CHST3
"Keratan sulfate biosynthesis",0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,CHST7,CHST3
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,CHST7,CHST3
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,CHST7
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,CHST7
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,CHST7,CHST3
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,HS6ST3,HS6ST2,HS6ST1
